01/01/2018,1,13.72,14.25,0,-,100,0,Weekday,Monday,Light_Load
01/01/2018,2,14.3,16.48,0,-,100,0,Weekday,Monday,Light_Load
01/01/2018,3,13.76,16.03,0,-,100,0,Weekday,Monday,Light_Load
01/01/2018,4,14.47,17.56,0,-,100,0,Weekday,Monday,Light_Load
01/01/2018,5,13.89,16.24,0,-,100,0,Weekday,Monday,Light_Load
01/01/2018,6,14.18,15.98,0,-,100,0,Weekday,Monday,Light_Load
01/01/2018,7,13.79,14.98,0,-,100,0,Weekday,Monday,Light_Load
01/01/2018,8,13.64,15.62,0,-,100,0,Weekday,Monday,Light_Load
01/01/2018,9,14.44,12.95,15.84,-,67.37,0,Weekday,Monday,Light_Load
01/01/2018,10,15.19,0,74.34,100,-,0,Weekday,Monday,Light_Load
01/01/2018,11,15.59,0,80.64,100,-,0,Weekday,Monday,Light_Load
01/01/2018,12,14.44,0,21.74,100,-,0,Weekday,Monday,Light_Load
01/01/2018,13,15.19,0,69.34,100,-,0,Weekday,Monday,Light_Load
01/01/2018,14,15.84,0,80.46,100,-,0,Weekday,Monday,Light_Load
01/01/2018,15,15.16,0,73.72,100,-,0,Weekday,Monday,Light_Load
01/01/2018,16,15.58,0,77.94,100,-,0,Weekday,Monday,Light_Load
01/01/2018,17,15.49,0,78.41,100,-,0,Weekday,Monday,Light_Load
01/01/2018,18,14.86,0,75.21,100,-,0,Weekday,Monday,Light_Load
01/01/2018,19,15.16,0,53.24,100,-,0,Weekday,Monday,Light_Load
01/01/2018,20,14.9,0,76.36,100,-,0,Weekday,Monday,Light_Load
01/01/2018,21,15.54,0,83.77,100,-,0,Weekday,Monday,Light_Load
01/01/2018,22,14.87,0,77.87,100,-,0,Weekday,Monday,Light_Load
01/01/2018,23,14,12.74,10.08,73.96,-,0,Weekday,Monday,Light_Load
01/01/2018,24,13.86,13.79,0,-,100,0,Weekday,Monday,Light_Load
02/01/2018,1,13.68,14.98,0,-,100,0,Weekday,Tuesday,Light_Load
02/01/2018,2,14.41,17.03,0,-,100,0,Weekday,Tuesday,Light_Load
02/01/2018,3,13.83,15.99,0,-,100,0,Weekday,Tuesday,Light_Load
02/01/2018,4,14.4,16.73,0,-,100,0,Weekday,Tuesday,Light_Load
02/01/2018,5,13.76,15.01,0,-,100,0,Weekday,Tuesday,Light_Load
02/01/2018,6,14.04,15.23,0,-,100,0,Weekday,Tuesday,Light_Load
02/01/2018,7,13.86,14.44,0,-,100,0,Weekday,Tuesday,Light_Load
02/01/2018,8,22.61,17.39,0,-,100,0,Weekday,Tuesday,Light_Load
02/01/2018,9,183.47,95.34,0.18,-,100,0,Weekday,Tuesday,Light_Load
02/01/2018,10,209.04,22.26,2.63,99.44,-,0,Weekday,Tuesday,Medium_Load
02/01/2018,11,265.79,73.76,0.25,96.36,-,0,Weekday,Tuesday,Maximum_Load
02/01/2018,12,487.15,269.68,0,87.49,-,0,Weekday,Tuesday,Maximum_Load
02/01/2018,13,43.95,5.54,95.65,99.21,-,0,Weekday,Tuesday,Medium_Load
02/01/2018,14,410.58,167.22,6.52,92.61,-,0,Weekday,Tuesday,Medium_Load
02/01/2018,15,478.19,197.25,0,92.44,-,0,Weekday,Tuesday,Medium_Load
02/01/2018,16,474.18,210.88,0,91.37,-,0,Weekday,Tuesday,Medium_Load
02/01/2018,17,456.56,187.67,0,92.49,-,0,Weekday,Tuesday,Medium_Load
02/01/2018,18,372.89,122.22,1.04,95.03,-,0,Weekday,Tuesday,Maximum_Load
02/01/2018,19,154.47,45.97,2.22,95.85,-,0,Weekday,Tuesday,Maximum_Load
02/01/2018,20,154.9,18.93,2.77,99.26,-,0,Weekday,Tuesday,Maximum_Load
02/01/2018,21,79.24,1.51,62.82,99.98,-,0,Weekday,Tuesday,Medium_Load
02/01/2018,22,22.21,0,104.54,100,-,0,Weekday,Tuesday,Medium_Load
02/01/2018,23,18.93,17.35,15.44,73.72,-,0,Weekday,Tuesday,Maximum_Load
02/01/2018,24,18.29,17.25,0,-,100,0,Weekday,Tuesday,Light_Load
03/01/2018,1,18.36,18.26,0,-,100,0,Weekday,Wednesday,Light_Load
03/01/2018,2,18.46,18.32,0,-,100,0,Weekday,Wednesday,Light_Load
03/01/2018,3,18.46,18.64,0,-,100,0,Weekday,Wednesday,Light_Load
03/01/2018,4,18.53,18.97,0,-,100,0,Weekday,Wednesday,Light_Load
03/01/2018,5,18.33,17.42,0,-,100,0,Weekday,Wednesday,Light_Load
03/01/2018,6,18.25,17.28,0,-,100,0,Weekday,Wednesday,Light_Load
03/01/2018,7,18.36,17.79,0,-,100,0,Weekday,Wednesday,Light_Load
03/01/2018,8,28.08,17.47,0,-,100,0,Weekday,Wednesday,Light_Load
03/01/2018,9,326.16,142.56,0,-,100,0.0375,Weekday,Wednesday,Light_Load
03/01/2018,10,364.79,100.59,0.04,96.4,-,0.04,Weekday,Wednesday,Medium_Load
03/01/2018,11,274.86,84.02,0.04,95.63,-,0.03,Weekday,Wednesday,Maximum_Load
03/01/2018,12,279.39,160.91,0,86.66,-,0.0325,Weekday,Wednesday,Maximum_Load
03/01/2018,13,35.32,0.5,97.96,99.99,-,0.0025,Weekday,Wednesday,Medium_Load
03/01/2018,14,217,69.58,6.08,95.22,-,0.025,Weekday,Wednesday,Medium_Load
03/01/2018,15,260.24,93.89,0,94.07,-,0.0325,Weekday,Wednesday,Medium_Load
03/01/2018,16,270.87,100.76,0,93.73,-,0.03,Weekday,Wednesday,Medium_Load
03/01/2018,17,425.2,144.39,0,94.69,-,0.0475,Weekday,Wednesday,Medium_Load
03/01/2018,18,454.1,146.56,1.69,95.17,-,0.05,Weekday,Wednesday,Maximum_Load
03/01/2018,19,156.1,40.82,2.66,96.75,-,0.02,Weekday,Wednesday,Maximum_Load
03/01/2018,20,158.18,11.48,4.21,99.74,-,0.02,Weekday,Wednesday,Maximum_Load
03/01/2018,21,120.85,10.52,32.57,99.62,-,0.015,Weekday,Wednesday,Medium_Load
03/01/2018,22,23.69,0,105.18,100,-,0,Weekday,Wednesday,Medium_Load
03/01/2018,23,19,17.29,15.16,73.96,-,0,Weekday,Wednesday,Maximum_Load
03/01/2018,24,18.47,17.57,0,-,100,0,Weekday,Wednesday,Light_Load
04/01/2018,1,18.5,18.61,0,-,100,0,Weekday,Thursday,Light_Load
04/01/2018,2,18.54,19,0,-,100,0,Weekday,Thursday,Light_Load
04/01/2018,3,18.54,19.48,0,-,100,0,Weekday,Thursday,Light_Load
04/01/2018,4,18.58,19.87,0,-,100,0,Weekday,Thursday,Light_Load
04/01/2018,5,18.5,18.62,0,-,100,0,Weekday,Thursday,Light_Load
04/01/2018,6,18.47,17.93,0,-,100,0,Weekday,Thursday,Light_Load
04/01/2018,7,18.46,18.71,0,-,100,0,Weekday,Thursday,Light_Load
04/01/2018,8,24.77,18.98,0,-,100,0,Weekday,Thursday,Light_Load
04/01/2018,9,458.89,256.03,0,-,100,0.0525,Weekday,Thursday,Light_Load
04/01/2018,10,508.39,195.62,0,93.33,-,0.0575,Weekday,Thursday,Medium_Load
04/01/2018,11,428.62,139.82,0,95.07,-,0.05,Weekday,Thursday,Maximum_Load
04/01/2018,12,477.79,240.98,0,89.29,-,0.055,Weekday,Thursday,Maximum_Load
04/01/2018,13,36.65,3.85,98.53,99.45,-,0.0025,Weekday,Thursday,Medium_Load
04/01/2018,14,439.52,148.25,1.19,94.75,-,0.0525,Weekday,Thursday,Medium_Load
04/01/2018,15,476.39,168.08,0,94.3,-,0.055,Weekday,Thursday,Medium_Load
04/01/2018,16,474.41,181.98,0,93.37,-,0.0525,Weekday,Thursday,Medium_Load
04/01/2018,17,450.18,159.92,0,94.23,-,0.0525,Weekday,Thursday,Medium_Load
04/01/2018,18,361.09,104.35,5.58,96.07,-,0.0425,Weekday,Thursday,Maximum_Load
04/01/2018,19,204.88,93.39,0.54,90.99,-,0.0225,Weekday,Thursday,Maximum_Load
04/01/2018,20,227.13,91.12,0,92.81,-,0.0225,Weekday,Thursday,Maximum_Load
04/01/2018,21,216.72,83.59,2.81,93.3,-,0.025,Weekday,Thursday,Medium_Load
04/01/2018,22,24.77,0,101.27,100,-,0,Weekday,Thursday,Medium_Load
04/01/2018,23,19.4,20.88,14.65,68.07,-,0,Weekday,Thursday,Maximum_Load
04/01/2018,24,18.53,20.05,0,-,100,0,Weekday,Thursday,Light_Load
05/01/2018,1,18.8,21.49,0,-,100,0,Weekday,Friday,Light_Load
05/01/2018,2,18.58,20.23,0,-,100,0,Weekday,Friday,Light_Load
05/01/2018,3,18.6,20.23,0,-,100,0,Weekday,Friday,Light_Load
05/01/2018,4,18.62,20.12,0,-,100,0,Weekday,Friday,Light_Load
05/01/2018,5,18.44,19.08,0,-,100,0,Weekday,Friday,Light_Load
05/01/2018,6,18.53,19.62,0,-,100,0,Weekday,Friday,Light_Load
05/01/2018,7,18.47,19.23,0,-,100,0,Weekday,Friday,Light_Load
05/01/2018,8,23.9,20.2,0,-,100,0,Weekday,Friday,Light_Load
05/01/2018,9,424.94,233.57,0,-,100,0.0475,Weekday,Friday,Light_Load
05/01/2018,10,462.39,153.72,0,94.89,-,0.0525,Weekday,Friday,Medium_Load
05/01/2018,11,452.42,161.6,0,94.17,-,0.0525,Weekday,Friday,Maximum_Load
05/01/2018,12,478.04,235.83,0,89.68,-,0.055,Weekday,Friday,Maximum_Load
05/01/2018,13,33.31,0.72,98.07,99.98,-,0,Weekday,Friday,Medium_Load
05/01/2018,14,358.49,107.75,7.6,95.77,-,0.04,Weekday,Friday,Medium_Load
05/01/2018,15,373.58,154.22,0,92.43,-,0.0425,Weekday,Friday,Medium_Load
05/01/2018,16,465.98,198.43,0,92.01,-,0.0525,Weekday,Friday,Medium_Load
05/01/2018,17,419.04,172.36,0,92.48,-,0.05,Weekday,Friday,Medium_Load
05/01/2018,18,379.97,133.63,10.54,94.34,-,0.0425,Weekday,Friday,Maximum_Load
05/01/2018,19,236.77,116.85,0.61,89.67,-,0.0275,Weekday,Friday,Maximum_Load
05/01/2018,20,231.67,84.64,0,93.93,-,0.0275,Weekday,Friday,Maximum_Load
05/01/2018,21,156.88,17.1,22.18,99.41,-,0.02,Weekday,Friday,Medium_Load
05/01/2018,22,23.01,0,103.97,100,-,0,Weekday,Friday,Medium_Load
05/01/2018,23,16.59,14.04,15.19,76.33,-,0,Weekday,Friday,Maximum_Load
05/01/2018,24,16.38,15.94,0,-,100,0,Weekday,Friday,Light_Load
06/01/2018,1,16.52,18.93,0,-,100,0,Weekend,Saturday,Light_Load
06/01/2018,2,16.64,19.57,0,-,100,0,Weekend,Saturday,Light_Load
06/01/2018,3,16.85,22.07,0,-,100,0,Weekend,Saturday,Light_Load
