"Date","Hours","Usage","LagRP","LeadRP","LagPF","LeadPF","CO2","WeekStatus","Day_of_week"
"2018-01-01"," 1"," 13.7200000000000006"," 14.250000000000000000","  0.000000000000000000","-","100","0.0000000000000000000","Weekday","Monday"
"2018-01-01"," 2"," 14.3000000000000007"," 16.480000000000000426","  0.000000000000000000","-","100","0.0000000000000000000","Weekday","Monday"
"2018-01-01"," 3"," 13.7599999999999998"," 16.030000000000001137","  0.000000000000000000","-","100","0.0000000000000000000","Weekday","Monday"
"2018-01-01"," 4"," 14.4700000000000006"," 17.559999999999998721","  0.000000000000000000","-","100","0.0000000000000000000","Weekday","Monday"
"2018-01-01"," 5"," 13.8900000000000006"," 16.239999999999998437","  0.000000000000000000","-","100","0.0000000000000000000","Weekday","Monday"
"2018-01-01"," 6"," 14.1799999999999997"," 15.980000000000000426","  0.000000000000000000","-","100","0.0000000000000000000","Weekday","Monday"
"2018-01-01"," 7"," 13.7899999999999991"," 14.980000000000000426","  0.000000000000000000","-","100","0.0000000000000000000","Weekday","Monday"
"2018-01-01"," 8"," 13.6400000000000006"," 15.619999999999999218","  0.000000000000000000","-","100","0.0000000000000000000","Weekday","Monday"
"2018-01-01"," 9"," 14.4399999999999995"," 12.949999999999999289"," 15.839999999999999858","-","67.37","0.0000000000000000000","Weekday","Monday"
"2018-01-01","10"," 15.1899999999999995","  0.000000000000000000"," 74.340000000000003411","100","-","0.0000000000000000000","Weekday","Monday"
"2018-01-01","11"," 15.5899999999999999","  0.000000000000000000"," 80.640000000000000568","100","-","0.0000000000000000000","Weekday","Monday"
"2018-01-01","12"," 14.4399999999999995","  0.000000000000000000"," 21.739999999999998437","100","-","0.0000000000000000000","Weekday","Monday"
"2018-01-01","13"," 15.1899999999999995","  0.000000000000000000"," 69.340000000000003411","100","-","0.0000000000000000000","Weekday","Monday"
"2018-01-01","14"," 15.8399999999999999","  0.000000000000000000"," 80.459999999999993747","100","-","0.0000000000000000000","Weekday","Monday"
"2018-01-01","15"," 15.1600000000000001","  0.000000000000000000"," 73.719999999999998863","100","-","0.0000000000000000000","Weekday","Monday"
"2018-01-01","16"," 15.5800000000000001","  0.000000000000000000"," 77.939999999999997726","100","-","0.0000000000000000000","Weekday","Monday"
"2018-01-01","17"," 15.4900000000000002","  0.000000000000000000"," 78.409999999999996589","100","-","0.0000000000000000000","Weekday","Monday"
"2018-01-01","18"," 14.8599999999999994","  0.000000000000000000"," 75.209999999999993747","100","-","0.0000000000000000000","Weekday","Monday"
"2018-01-01","19"," 15.1600000000000001","  0.000000000000000000"," 53.240000000000001990","100","-","0.0000000000000000000","Weekday","Monday"
"2018-01-01","20"," 14.9000000000000004","  0.000000000000000000"," 76.359999999999999432","100","-","0.0000000000000000000","Weekday","Monday"
"2018-01-01","21"," 15.5399999999999991","  0.000000000000000000"," 83.769999999999996021","100","-","0.0000000000000000000","Weekday","Monday"
"2018-01-01","22"," 14.8699999999999992","  0.000000000000000000"," 77.870000000000004547","100","-","0.0000000000000000000","Weekday","Monday"
"2018-01-01","23"," 14.0000000000000000"," 12.740000000000000213"," 10.080000000000000071","73.96","-","0.0000000000000000000","Weekday","Monday"
"2018-01-01","24"," 13.8599999999999994"," 13.789999999999999147","  0.000000000000000000","-","100","0.0000000000000000000","Weekday","Monday"
"2018-01-02"," 1"," 13.6799999999999997"," 14.980000000000000426","  0.000000000000000000","-","100","0.0000000000000000000","Weekday","Tuesday"
"2018-01-02"," 2"," 14.4100000000000001"," 17.030000000000001137","  0.000000000000000000","-","100","0.0000000000000000000","Weekday","Tuesday"
"2018-01-02"," 3"," 13.8300000000000001"," 15.990000000000000213","  0.000000000000000000","-","100","0.0000000000000000000","Weekday","Tuesday"
"2018-01-02"," 4"," 14.4000000000000004"," 16.730000000000000426","  0.000000000000000000","-","100","0.0000000000000000000","Weekday","Tuesday"
"2018-01-02"," 5"," 13.7599999999999998"," 15.009999999999999787","  0.000000000000000000","-","100","0.0000000000000000000","Weekday","Tuesday"
"2018-01-02"," 6"," 14.0399999999999991"," 15.230000000000000426","  0.000000000000000000","-","100","0.0000000000000000000","Weekday","Tuesday"
"2018-01-02"," 7"," 13.8599999999999994"," 14.439999999999999503","  0.000000000000000000","-","100","0.0000000000000000000","Weekday","Tuesday"
"2018-01-02"," 8"," 22.6099999999999994"," 17.390000000000000568","  0.000000000000000000","-","100","0.0000000000000000000","Weekday","Tuesday"
"2018-01-02"," 9","183.4699999999999989"," 95.340000000000003411","  0.179999999999999993","-","100","0.0000000000000000000","Weekday","Tuesday"
"2018-01-02","10","209.0399999999999920"," 22.260000000000001563","  2.629999999999999893","99.44","-","0.0000000000000000000","Weekday","Tuesday"
"2018-01-02","11","265.7900000000000205"," 73.760000000000005116","  0.250000000000000000","96.36","-","0.0000000000000000000","Weekday","Tuesday"
"2018-01-02","12","487.1499999999999773","269.680000000000006821","  0.000000000000000000","87.49","-","0.0000000000000000000","Weekday","Tuesday"
"2018-01-02","13"," 43.9500000000000028","  5.540000000000000036"," 95.650000000000005684","99.21","-","0.0000000000000000000","Weekday","Tuesday"
"2018-01-02","14","410.5799999999999841","167.219999999999998863","  6.519999999999999574","92.61","-","0.0000000000000000000","Weekday","Tuesday"
"2018-01-02","15","478.1899999999999977","197.250000000000000000","  0.000000000000000000","92.44","-","0.0000000000000000000","Weekday","Tuesday"
"2018-01-02","16","474.1800000000000068","210.879999999999995453","  0.000000000000000000","91.37","-","0.0000000000000000000","Weekday","Tuesday"
"2018-01-02","17","456.5600000000000023","187.669999999999987494","  0.000000000000000000","92.49","-","0.0000000000000000000","Weekday","Tuesday"
"2018-01-02","18","372.8899999999999864","122.219999999999998863","  1.040000000000000036","95.03","-","0.0000000000000000000","Weekday","Tuesday"
"2018-01-02","19","154.4699999999999989"," 45.969999999999998863","  2.220000000000000195","95.85","-","0.0000000000000000000","Weekday","Tuesday"
"2018-01-02","20","154.9000000000000057"," 18.929999999999999716","  2.770000000000000018","99.26","-","0.0000000000000000000","Weekday","Tuesday"
"2018-01-02","21"," 79.2399999999999949","  1.510000000000000009"," 62.820000000000000284","99.98","-","0.0000000000000000000","Weekday","Tuesday"
"2018-01-02","22"," 22.2100000000000009","  0.000000000000000000","104.540000000000006253","100","-","0.0000000000000000000","Weekday","Tuesday"
"2018-01-02","23"," 18.9299999999999997"," 17.350000000000001421"," 15.439999999999999503","73.72","-","0.0000000000000000000","Weekday","Tuesday"
"2018-01-02","24"," 18.2899999999999991"," 17.250000000000000000","  0.000000000000000000","-","100","0.0000000000000000000","Weekday","Tuesday"
"2018-01-03"," 1"," 18.3599999999999994"," 18.260000000000001563","  0.000000000000000000","-","100","0.0000000000000000000","Weekday","Wednesday"
"2018-01-03"," 2"," 18.4600000000000009"," 18.320000000000000284","  0.000000000000000000","-","100","0.0000000000000000000","Weekday","Wednesday"
"2018-01-03"," 3"," 18.4600000000000009"," 18.640000000000000568","  0.000000000000000000","-","100","0.0000000000000000000","Weekday","Wednesday"
"2018-01-03"," 4"," 18.5300000000000011"," 18.969999999999998863","  0.000000000000000000","-","100","0.0000000000000000000","Weekday","Wednesday"
"2018-01-03"," 5"," 18.3299999999999983"," 17.420000000000001705","  0.000000000000000000","-","100","0.0000000000000000000","Weekday","Wednesday"
"2018-01-03"," 6"," 18.2500000000000000"," 17.280000000000001137","  0.000000000000000000","-","100","0.0000000000000000000","Weekday","Wednesday"
"2018-01-03"," 7"," 18.3599999999999994"," 17.789999999999999147","  0.000000000000000000","-","100","0.0000000000000000000","Weekday","Wednesday"
"2018-01-03"," 8"," 28.0799999999999983"," 17.469999999999998863","  0.000000000000000000","-","100","0.0000000000000000000","Weekday","Wednesday"
"2018-01-03"," 9","326.1600000000000250","142.560000000000002274","  0.000000000000000000","-","100","0.0374999999999999986","Weekday","Wednesday"
"2018-01-03","10","364.7900000000000205","100.590000000000003411","  0.040000000000000001","96.4","-","0.0400000000000000008","Weekday","Wednesday"
"2018-01-03","11","274.8600000000000136"," 84.019999999999996021","  0.040000000000000001","95.63","-","0.0299999999999999989","Weekday","Wednesday"
"2018-01-03","12","279.3899999999999864","160.909999999999996589","  0.000000000000000000","86.66","-","0.0325000000000000011","Weekday","Wednesday"
"2018-01-03","13"," 35.3200000000000003","  0.500000000000000000"," 97.959999999999993747","99.99","-","0.0025000000000000001","Weekday","Wednesday"
"2018-01-03","14","217.0000000000000000"," 69.579999999999998295","  6.080000000000000071","95.22","-","0.0250000000000000014","Weekday","Wednesday"
"2018-01-03","15","260.2400000000000091"," 93.890000000000000568","  0.000000000000000000","94.07","-","0.0325000000000000011","Weekday","Wednesday"
"2018-01-03","16","270.8700000000000045","100.760000000000005116","  0.000000000000000000","93.73","-","0.0299999999999999989","Weekday","Wednesday"
"2018-01-03","17","425.1999999999999886","144.389999999999986358","  0.000000000000000000","94.69","-","0.0475000000000000006","Weekday","Wednesday"
"2018-01-03","18","454.1000000000000227","146.560000000000002274","  1.689999999999999947","95.17","-","0.0500000000000000028","Weekday","Wednesday"
"2018-01-03","19","156.0999999999999943"," 40.820000000000000284","  2.660000000000000142","96.75","-","0.0200000000000000004","Weekday","Wednesday"
"2018-01-03","20","158.1800000000000068"," 11.480000000000000426","  4.209999999999999964","99.74","-","0.0200000000000000004","Weekday","Wednesday"
"2018-01-03","21","120.8499999999999943"," 10.519999999999999574"," 32.570000000000000284","99.62","-","0.0149999999999999994","Weekday","Wednesday"
"2018-01-03","22"," 23.6900000000000013","  0.000000000000000000","105.180000000000006821","100","-","0.0000000000000000000","Weekday","Wednesday"
